iter	Logloss
179	0.5556253957
180	0.555502802
181	0.5553774393
182	0.555304358
183	0.5551581867
184	0.5550409423
185	0.5549524459
186	0.5548210302
187	0.5546999366
188	0.5545840499
189	0.5544912077
190	0.5543266529
191	0.5542280098
192	0.5541101116
193	0.5539503418
194	0.5538076567
195	0.5536509927
196	0.553583414
197	0.5534351475
198	0.553318113
199	0.5531688095
200	0.5530609111
201	0.5529762264
202	0.5528609225
203	0.5527544565
204	0.5526006928
205	0.5524678344
206	0.5523461606
207	0.5521915426
208	0.5520548358
209	0.5519709412
210	0.5518445568
211	0.5517168056
212	0.5516171331
213	0.5514985218
214	0.5513445326
215	0.55118642
216	0.5511072961
217	0.5509865145
218	0.5508295431
219	0.550703941
220	0.550613547
221	0.5504522046
222	0.5503830295
223	0.5503111752
224	0.5501884867
225	0.5500507788
226	0.549880857
227	0.5497118263
228	0.5495705273
229	0.5494231086
230	0.5492365905
231	0.5491118008
232	0.5490329012
233	0.5488872219
234	0.5487798071
235	0.5486941326
236	0.5485680488
237	0.5484292218
238	0.5483340597
239	0.548228639
240	0.5481112571
241	0.5480113682
242	0.5479322204
243	0.547810547
244	0.5476753882
245	0.5475360911
246	0.5473819399
247	0.5472784817
248	0.5471740234
249	0.5471102607
250	0.5469905448
251	0.5468808604
252	0.546734924
253	0.5466674054
254	0.5465825668
255	0.5464530003
256	0.5462496231
257	0.5461459178
258	0.5459933981
259	0.5458592234
260	0.5457195159
261	0.5455854149
262	0.5454646359
263	0.5453536216
264	0.5452406381
265	0.5451078796
266	0.544937634
267	0.5448368563
268	0.5447578123
269	0.5447135291
270	0.5445940034
271	0.54444402
272	0.5443390824
273	0.5441935243
274	0.5441195684
275	0.5439589875
276	0.5438359965
277	0.5436798302
278	0.5435800804
279	0.5434425664
280	0.543314861
281	0.5431887672
282	0.5430915918
283	0.542919877
284	0.5428189197
285	0.5427082069
286	0.5426227255
287	0.5424306033
288	0.5422860983
289	0.5422142197
290	0.5420764644
291	0.54198903
292	0.5418294499
293	0.5417295753
294	0.5416331773
295	0.5414905028
296	0.541352191
297	0.5412154595
298	0.541102053
299	0.5409794021
300	0.5408298202
301	0.5406825085
302	0.5405621599
303	0.5404246352
304	0.5402838473
305	0.5401393394
306	0.5399995044
307	0.539881817
308	0.5397138705
309	0.5395103768
310	0.5394004616
311	0.5392625563
312	0.5391612235
313	0.5390425672
314	0.5388018077
315	0.5386950345
316	0.5386109345
317	0.538443881
318	0.5383343015
319	0.5381357596
320	0.5379885105
321	0.5378705137
322	0.5377484571
323	0.5376400491
324	0.5375612748
325	0.5374250907
326	0.5372671165
327	0.5371544433
328	0.5369884721
329	0.5368673588
330	0.5367171813
331	0.5365349504
332	0.5364392947
333	0.5362943736
334	0.5361278933
335	0.5360124752
336	0.5358320109
337	0.5357285903
338	0.5355956137
339	0.5354578015
340	0.5353619185
341	0.5353053655
342	0.5352097508
343	0.5351221723
344	0.5349199264
345	0.5347598503
346	0.5346114955
347	0.534454159
348	0.5343051227
349	0.5342007616
350	0.5340612426
351	0.5339080789
352	0.5338389809
353	0.5337096583
354	0.5335360263
355	0.5333905044
356	0.5332589341
357	0.5330758103
358	0.5329711217
359	0.5328787756
360	0.5328045886
361	0.5326434834
362	0.5324750119
363	0.5323130751
364	0.5321509295
365	0.5319747501
366	0.5318257333
367	0.5316177139
368	0.5315200753
369	0.5314010385
370	0.5312933787
371	0.5311725684
372	0.5310486724
373	0.5309042471
374	0.5307899674
375	0.5305979345
376	0.5304632952
377	0.5303269281
378	0.5301918194
379	0.5300389981
380	0.5299339765
381	0.5298413068
382	0.5296889133
383	0.5295521578
384	0.529402812
385	0.5292450528
386	0.5291197041
387	0.5289826635
388	0.5288207788
389	0.5286839634
390	0.5285526647
391	0.5283922772
392	0.5282567966
393	0.5281415524
394	0.5280689271
395	0.5279434199
396	0.5278005217
397	0.527609889
398	0.5274745923
399	0.5273150743
400	0.5271508328
401	0.5270513583
402	0.5269263804
403	0.5267940214
404	0.5266378736
405	0.5264853555
406	0.5263930617
407	0.5262969222
408	0.5261985402
409	0.5260817309
410	0.5259242643
411	0.525823743
412	0.5257240111
413	0.5256163849
414	0.5255464351
415	0.5255398343
416	0.5253455228
417	0.5252496119
418	0.5251130223
419	0.5250165741
420	0.5248928247
421	0.5247747392
422	0.5246511123
423	0.5244533441
424	0.5243489114
425	0.5242380786
426	0.5241754714
427	0.5240415946
428	0.5240309372
429	0.5238414204
430	0.5237598014
431	0.5236566764
432	0.5234865196
433	0.5233843082
434	0.5232386044
435	0.5231481969
436	0.5230292824
437	0.5229084008
438	0.5227674731
439	0.5226680989
440	0.5225204414
441	0.5224078544
442	0.5222262292
443	0.5220524232
444	0.5219033407
445	0.5217485773
446	0.5215704006
447	0.521469846
448	0.5213575126
449	0.5212410987
450	0.5210927071
451	0.5209480846
452	0.520856775
453	0.5207285133
454	0.520601754
455	0.5204903525
456	0.5203341194
457	0.5201641506
458	0.5201500485
459	0.5200259781
460	0.5199341972
461	0.519827777
462	0.5196868289
463	0.5195358356
464	0.5193922368
465	0.5192713955
466	0.5191254104
467	0.5189744848
468	0.5188638306
469	0.5187138762
470	0.5185895538
471	0.5184631543
472	0.5183067255
473	0.518180168
474	0.5180976933
475	0.5179493305
476	0.5178643889
477	0.5177468297
478	0.5177013531
479	0.5175635787
480	0.5174469705
481	0.5173589461
482	0.5172532483
483	0.5171028505
484	0.5170167895
485	0.516902514
486	0.5167992532
487	0.5166781454
488	0.5165383946
489	0.5164441617
490	0.5163358074
491	0.5162259175
492	0.5161190901
493	0.5160198768
494	0.5158991478
495	0.515806906
496	0.5156373671
497	0.5154873226
498	0.5153125662
499	0.515199977
500	0.5150109664
501	0.5149659603
502	0.5148653682
503	0.5147378859
504	0.5145824226
505	0.5144846369
506	0.5143341937
507	0.5141805434
508	0.5140704322
509	0.513930748
510	0.5138227873
511	0.5136810826
512	0.5135722381
513	0.5134766354
514	0.5133340881
515	0.5132074092
516	0.513087885
517	0.5130661487
518	0.5130082679
519	0.5128755092
520	0.5127497915
521	0.5126253242
522	0.5125319496
523	0.5124445422
524	0.5123613176
525	0.5122245903
526	0.5120881008
527	0.511985983
528	0.511968012
529	0.5118266024
530	0.5117216055
531	0.511662895
532	0.5115423939
533	0.5114275198
534	0.5113186016
535	0.5111930989
536	0.5110716514
537	0.5110062671
538	0.5109137584
539	0.5108378654
540	0.5106729828
541	0.5105503961
542	0.510411473
543	0.5102622695
544	0.5101183514
545	0.5099842218
546	0.5098925004
547	0.5097961092
548	0.5097054132
549	0.5095323615
550	0.5095179757
551	0.5094141768
552	0.5092920306
553	0.5092009022
554	0.5090822521
555	0.5089974492
556	0.5088294241
557	0.5087781182
558	0.508591851
559	0.508420344
560	0.5083063067
561	0.5081353757
562	0.5080595063
563	0.5079159767
564	0.5079011095
565	0.5077845005
566	0.5076580156
567	0.507552914
568	0.5074005491
569	0.5072680662
570	0.5071728431
571	0.5070745251
572	0.5069586023
573	0.506954556
574	0.5068848038
575	0.5067493865
576	0.5066832992
577	0.5065702481
578	0.5064220381
579	0.5062416184
580	0.5061543792
581	0.5060275771
582	0.5058914807
583	0.5057410568
584	0.5056188696
585	0.5054554577
586	0.5053225303
587	0.5052219276
588	0.505125148
589	0.5050156561
590	0.5048874467
591	0.5048703559
592	0.5047617499
593	0.5047514185
594	0.5047349951
595	0.5046814978
596	0.5045616326
597	0.5045023871
598	0.5044179001
599	0.504320256
600	0.5042009336
601	0.5040968927
602	0.5039416184
603	0.503794554
604	0.5036732654
605	0.5035395313
606	0.5034237516
607	0.5033227728
608	0.503210152
609	0.5030589194
610	0.502938312
611	0.5027759929
612	0.5026775847
613	0.5026660453
614	0.5025198082
615	0.5024273367
616	0.5022948064
617	0.502134073
618	0.5020719519
619	0.501965413
620	0.5018302503
621	0.5017365868
622	0.5015964577
623	0.5015466343
624	0.5014321598
625	0.501267099
626	0.5011972106
627	0.5010609012
628	0.5009598733
629	0.5008405845
630	0.500689136
631	0.5005676366
632	0.5004434764
633	0.5003877285
634	0.5002764383
635	0.5001954565
636	0.5000564584
637	0.4999441754
638	0.4998102766
639	0.4997141358
640	0.4996245004
641	0.4995084871
642	0.4994019494
643	0.4993011649
644	0.4991647125
645	0.4990641116
646	0.4989615982
647	0.4988552409
648	0.4987391032
649	0.4985993539
650	0.4985334785
651	0.4983852758
652	0.4982650865
653	0.4982423712
654	0.498100273
655	0.498014253
656	0.4979129286
657	0.497811156
658	0.4977125897
659	0.4975994492
660	0.4974805058
661	0.4973435769
662	0.4972636142
663	0.4971388225
664	0.4970517168
665	0.4969265658
666	0.4967889509
667	0.4966840703
668	0.4966012482
669	0.4965133677
670	0.496423261
671	0.4963125832
672	0.4962247896
673	0.4961023693
674	0.4959905048
675	0.4958993219
676	0.4957952138
677	0.4956825847
678	0.4955804306
679	0.4954613456
680	0.4953277715
681	0.4952563206
682	0.4951378927
683	0.4950059388
684	0.4949322274
685	0.4948087864
686	0.494676025
687	0.494599806
688	0.4945200584
689	0.4944054461
690	0.4942618617
691	0.4941461111
692	0.4940255875
693	0.4939415176
694	0.4938383607
695	0.4936862388
696	0.4935646521
697	0.4935025474
698	0.4933842934
699	0.4932946784
700	0.4932231228
701	0.4931179685
702	0.4929657874
703	0.4928790275
704	0.492798842
705	0.4927208527
706	0.4926438345
707	0.4924919755
708	0.492332423
709	0.4922566098
710	0.4921122111
711	0.4920210302
712	0.4919361035
713	0.4918580445
714	0.4917717609
715	0.4917041029
716	0.4915818696
717	0.49145755
718	0.4913651882
719	0.4912973843
720	0.4912061257
721	0.4911088037
722	0.4910244051
723	0.4909077265
724	0.4907394492
725	0.490650626
726	0.4905352979
727	0.4904534572
728	0.4903130237
729	0.4902229975
730	0.4901227169
731	0.4900717399
732	0.490025723
733	0.4899862329
734	0.4899088123
735	0.4898394909
736	0.4897623147
737	0.4896024208
738	0.4895527383
739	0.4894492025
740	0.4893234686
741	0.4892606883
742	0.489189052
743	0.4890770252
744	0.4889677071
745	0.4888228663
746	0.4887176637
747	0.4886068334
748	0.4884527057
749	0.488355509
750	0.4882661387
751	0.4882510853
752	0.488176444
753	0.4880701812
754	0.4879268249
755	0.4877704632
756	0.4876381278
757	0.4875774254
758	0.4874897736
759	0.48742691
760	0.487314452
761	0.4871746692
762	0.4871104296
763	0.487009976
764	0.4868543472
765	0.4867434922
766	0.4866153777
767	0.4864976345
768	0.4863758945
769	0.4862727371
770	0.4861371296
771	0.4860300118
772	0.4859352727
773	0.485827298
774	0.4857646793
775	0.4856138634
776	0.4855084911
777	0.4854105353
778	0.485265157
779	0.4851951049
780	0.4851710913
781	0.4850881033
782	0.4849576762
783	0.4848890774
784	0.4847505058
785	0.4846614061
786	0.4845419927
787	0.4844743064
788	0.4843894638
789	0.4843101015
790	0.4842293399
791	0.484110518
792	0.4840253096
793	0.4839120585
794	0.483854547
795	0.4837721156
796	0.4836959283
797	0.4835921268
798	0.4834727997
799	0.4833614385
800	0.4832784831
801	0.4831721472
802	0.4830875136
803	0.483013503
804	0.4829183753
805	0.4827748272
806	0.4827556881
807	0.4826390143
808	0.4824960799
809	0.4823764557
810	0.4822787651
811	0.4821428019
812	0.4820721326
813	0.4819527176
814	0.4818090228
815	0.4817139693
816	0.4816118281
817	0.4814791454
818	0.4813834338
819	0.4812585593
820	0.4811484035
821	0.4810738379
822	0.4810049127
823	0.4808746699
824	0.480745498
825	0.4806889415
826	0.4805843729
827	0.4804636604
828	0.4803602041
829	0.4802691669
830	0.480180333
831	0.4801252409
832	0.4800652896
833	0.4799858122
834	0.4799190601
835	0.4798100266
836	0.4796749463
837	0.4795198699
838	0.479426275
839	0.4793735567
840	0.4792896145
841	0.4791801793
842	0.4791359408
843	0.478999957
844	0.4788976811
845	0.4787956444
846	0.4786996844
847	0.4785856718
848	0.478471382
849	0.478377822
850	0.4782431477
851	0.4781474088
852	0.4780760992
853	0.4779748333
854	0.4778890881
855	0.4778506668
856	0.4777667691
857	0.4777006061
858	0.4776388756
859	0.4775400854
860	0.4774459993
861	0.4773562757
862	0.4772399518
863	0.4771625348
864	0.4770602445
865	0.4769965291
866	0.4768694802
867	0.4767115506
868	0.4766078968
869	0.476514809
870	0.4764734275
871	0.476374247
872	0.4762592058
873	0.476167219
874	0.4760733381
875	0.4759598697
876	0.4758326122
877	0.4757301675
878	0.4756746001
879	0.4755236221
880	0.4755058597
881	0.4753795187
882	0.4752856166
883	0.4752077889
884	0.4751196518
885	0.4750315987
886	0.4749863652
887	0.4748981183
888	0.4748146818
889	0.474688559
890	0.4746790303
891	0.4745686134
892	0.4744709322
893	0.4743877714
894	0.474327663
895	0.4741962658
896	0.4740661008
897	0.473954853
898	0.4738596119
899	0.4737472222
900	0.4736256299
901	0.4735235162
902	0.4733956828
903	0.4732973653
904	0.473149117
905	0.4730614341
906	0.472945623
907	0.4728369537
908	0.4727132412
909	0.4726246684
910	0.4725295295
911	0.472417294
912	0.4722720909
913	0.4721747104
914	0.4720767492
915	0.4719427745
916	0.4718540025
917	0.4717459129
918	0.4716697629
919	0.4715871091
920	0.4715663123
921	0.4714793267
922	0.4714521848
923	0.4714471257
924	0.4713865028
925	0.4713006639
926	0.4712414486
927	0.4711723633
928	0.471077896
929	0.4710260696
930	0.4709472802
931	0.4708979035
932	0.4708075612
933	0.4707029481
934	0.4706390277
935	0.4705139143
936	0.4703690838
937	0.4702931841
938	0.4702013454
939	0.4700802636
940	0.4700255103
941	0.4699152107
942	0.4698218294
943	0.4697315535
944	0.4696499985
945	0.4695304933
946	0.4694451738
947	0.469371665
948	0.4692610978
949	0.4691788188
950	0.4690355274
951	0.468983921
952	0.4688940637
953	0.4688081319
954	0.4688046631
955	0.4687239023
956	0.4686853499
957	0.46857356
958	0.468511387
959	0.4683907068
960	0.4682679263
961	0.4681903436
962	0.4680958021
963	0.4680278227
964	0.46791023
965	0.4678090398
966	0.467692713
967	0.4675721958
968	0.4674567532
969	0.4673308488
970	0.4672261576
971	0.4671428252
972	0.4670278273
973	0.4669211776
974	0.4668695667
975	0.4667398925
976	0.4666687435
977	0.4665572424
978	0.4664861814
979	0.4663111507
980	0.4661919584
981	0.4661091119
982	0.466070646
983	0.4659656809
984	0.4658694156
985	0.4658059635
986	0.4657039751
987	0.4655856679
988	0.4655000124
989	0.4654257183
990	0.4653186958
991	0.4652051696
992	0.4651168278
993	0.4649982038
994	0.4649243318
995	0.4648330587
996	0.464748235
997	0.4646315389
998	0.4645289068
999	0.4644777055
